1;AMAZONAS
2;ANTIOQUIA
3;ARAUCA
4;ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA
5;ATLÁNTICO
6;BOGOTÁ, D.C.
7;BOLÍVAR
8;BOYACÁ
9;CALDAS
10;CAQUETÁ
11;CASANARE
12;CAUCA
13;CESAR
14;CHOCÓ
15;CÓRDOBA
16;CUNDINAMARCA
17;GUAINÍA
18;GUAVIARE
19;HUILA
20;LA GUAJIRA
21;MAGDALENA
22;META
23;NARIÑO
24;NORTE DE SANTANDER
25;PUTUMAYO
26;QUINDIO
27;RISARALDA
28;SANTANDER
29;SUCRE
30;TOLIMA
31;VALLE DEL CAUCA
32;VAUPÉS
33;VICHADA
